"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4309","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3594","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3761","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4079","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4122","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4133","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3394","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3784","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3529","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3157","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3261","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4162","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4017","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4015","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4154","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4305","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4475","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3446","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3174","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","2764","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","2263","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","3678","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4797","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","4946","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","30 to 34 years","Persons","249","units","0","v1566864563","1.3.8.44","5087","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","4132","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3134","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3084","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3263","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3250","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3495","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3237","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3461","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3168","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","2828","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","2994","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3400","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3107","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3249","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3187","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3184","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3464","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","2593","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","2566","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","2234","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","1845","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","3180","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","4212","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","4330","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","35 to 39 years","Persons","249","units","0","v1566864569","1.3.8.50","4467","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","3094","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2314","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2404","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2601","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2529","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2503","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2263","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2363","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2111","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","1947","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2088","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2505","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2359","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2438","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2431","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2311","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2344","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","1783","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","1736","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","1502","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","1185","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2241","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","2932","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","3005","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864575","1.3.8.56","3102","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","2081","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1903","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1956","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1991","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1884","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1826","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1461","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1588","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1576","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1512","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1470","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1672","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1510","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1598","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1596","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864581","1.3.8.62","1589","","","","0"
